nohup: ignoring input
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_raymarching/build.ninja...
Building extension module _raymarching...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _raymarching...
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_grid_encoder/build.ninja...
Building extension module _grid_encoder...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _grid_encoder...
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_freqencoder/build.ninja...
Building extension module _freqencoder...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
Namespace(path='/home/wcc/RodinHD/data/fitting_obj_list_300.txt', save_dir='/home/wcc/RodinHD/data/save_triplane_and_mlp_300_pro', data_root='/home/wcc/RodinHD/data/raw_data_300', O=True, test=False, ray_shuffle=True, workspace='/home/wcc/RodinHD/data/save_triplane_and_mlp_300_pro', seed=0, iters=5000, lr0=0.02, lr1=0.002, ckpt='latest', num_rays=65536, cuda_ray=True, max_steps=1024, num_steps=512, update_extra_interval=1, upsample_steps=512, max_ray_batch=4096, l1_reg_weight=0.0001, tv_weight=0.01, dist_weight=0.0, iwc_weight=0.1, patch_size=1, fp16=True, cp=False, triplane_channels=32, downscale=1, resolution0=512, resolution1=512, upsample_model_steps=[], grid_size=256, color_space='srgb', preload=True, bound=1.0, scale=0.4, offset=[0, 0, 0], dt_gamma=0.0, min_near=0.2, density_thresh=10, bg_radius=-1, gui=False, W=1920, H=1080, radius=5, fovy=50, max_spp=64, num_train_frames=300, out_loop_eps=90, eval_freq=1, no_tqdm=False, random_noise=False, random_scale=False, error_map=False, clip_text='', rand_pose=-1, start_idx=0, end_idx=1, eval_video=False)
Render using grid size:  256
ninja: no work to do.
Loading extension module _freqencoder...
NeRFNetworkPlus(
  (grid_sample): GridEncoder: input_dim=2 num_levels=3 level_dim=32 resolution=512 -> 512 per_level_scale=1.0000 gridtype=tiled align_corners=True interpolation=linear
  (encoder): FreqEncoder: input_dim=24 degree=2 output_dim=120
  (encoder_sigma): FreqEncoder: input_dim=8 degree=2 output_dim=40
  (encoder_dir): FreqEncoder: input_dim=3 degree=2 output_dim=15
  (color_net): ModuleList(
    (0): Linear(in_features=263, out_features=128, bias=False)
    (1): Linear(in_features=128, out_features=128, bias=False)
    (2): Linear(in_features=128, out_features=3, bias=False)
  )
  (sigma_net): Sequential(
    (0): Linear(in_features=40, out_features=128, bias=True)
    (1): Softplus(beta=1, threshold=20)
    (2): Linear(in_features=128, out_features=129, bias=True)
  )
)
1
Creating triplane as /home/wcc/RodinHD/data/save_triplane_and_mlp_300_pro/1_1_neutral.npy
Generate dataset cost 7.463481187820435 s/avatar.
[INFO] Trainer: ngp | 2024-10-29_15-37-15 | cuda:0 | fp16 | 
/home/wcc/RodinHD/data/save_triplane_and_mlp_300_pro
[INFO] #parameters: 72321
[INFO] Loading latest checkpoint ...
[WARN] No checkpoint found, model randomly initialized.
Creating triplane as /home/wcc/RodinHD/data/save_triplane_and_mlp_300_pro/1_1_neutral.npy
==> Start Training Epoch(random shuffle rays) 1, lr1=0.002000 lr0=0.020000
  0% 0/4800 [00:00<?, ?it/s]
loss=0.1505 (0.1505) xyz.shape=torch.Size([1198080, 3]): :   0% 0/4800 [00:03<?, ?it/s]
loss=0.1460 (0.1432) xyz.shape=torch.Size([351104, 3]): :  91% 4389/4800 [15:48<01:18,  5.22it/s]
loss=0.1432 (0.1432) xyz.shape=torch.Size([350720, 3]): :  91% 4389/4800 [15:49<01:18,  5.22it/s]
loss=0.1432 (0.1432) xyz.shape=torch.Size([350720, 3]): :  91% 4390/4800 [15:49<01:14,  5.47it/s]
loss=0.1398 (0.1432) xyz.shape=torch.Size([354176, 3]): :  91% 4390/4800 [15:49<01:14,  5.47it/s]
loss=0.1398 (0.1432) xyz.shape=torch.Size([354176, 3]): :  91% 4391/4800 [15:49<01:42,  3.99it/s]
loss=0.1490 (0.1432) xyz.shape=torch.Size([362496, 3]): :  91% 4391/4800 [15:49<01:42,  3.99it/s]
loss=0.1490 (0.1432) xyz.shape=torch.Size([362496, 3]): :  92% 4392/4800 [15:49<01:31,  4.47it/s]
loss=0.1417 (0.1432) xyz.shape=torch.Size([360960, 3]): :  92% 4392/4800 [15:49<01:31,  4.47it/s]
loss=0.1417 (0.1432) xyz.shape=torch.Size([360960, 3]): :  92% 4393/4800 [15:49<01:23,  4.85it/s]
loss=0.1451 (0.1432) xyz.shape=torch.Size([359680, 3]): :  92% 4393/4800 [15:49<01:23,  4.85it/s]
loss=0.1451 (0.1432) xyz.shape=torch.Size([359680, 3]): :  92% 4394/4800 [15:49<01:18,  5.18it/s]
loss=0.1416 (0.1432) xyz.shape=torch.Size([363264, 3]): :  92% 4394/4800 [15:50<01:18,  5.18it/s]
loss=0.1416 (0.1432) xyz.shape=torch.Size([363264, 3]): :  92% 4395/4800 [15:50<01:16,  5.27it/s]
loss=0.1381 (0.1432) xyz.shape=torch.Size([359040, 3]): :  92% 4395/4800 [15:50<01:16,  5.27it/s]
loss=0.1381 (0.1432) xyz.shape=torch.Size([359040, 3]): :  92% 4396/4800 [15:50<01:42,  3.94it/s]
loss=0.1487 (0.1432) xyz.shape=torch.Size([355712, 3]): :  92% 4396/4800 [15:50<01:42,  3.94it/s]
loss=0.1487 (0.1432) xyz.shape=torch.Size([355712, 3]): :  92% 4397/4800 [15:50<01:31,  4.42it/s]
loss=0.1493 (0.1432) xyz.shape=torch.Size([360832, 3]): :  92% 4397/4800 [15:50<01:31,  4.42it/s]
loss=0.1493 (0.1432) xyz.shape=torch.Size([360832, 3]): :  92% 4398/4800 [15:50<01:23,  4.82it/s]
loss=0.1433 (0.1432) xyz.shape=torch.Size([364288, 3]): :  92% 4398/4800 [15:51<01:23,  4.82it/s]
loss=0.1433 (0.1432) xyz.shape=torch.Size([364288, 3]): :  92% 4399/4800 [15:51<01:18,  5.13it/s]
loss=0.1520 (0.1432) xyz.shape=torch.Size([364544, 3]): :  92% 4399/4800 [15:51<01:18,  5.13it/s]
loss=0.1520 (0.1432) xyz.shape=torch.Size([364544, 3]): :  92% 4400/4800 [15:51<01:14,  5.39it/s]
loss=0.1399 (0.1432) xyz.shape=torch.Size([361984, 3]): :  92% 4400/4800 [15:51<01:14,  5.39it/s]
loss=0.1399 (0.1432) xyz.shape=torch.Size([361984, 3]): :  92% 4401/4800 [15:51<01:40,  3.95it/s]
loss=0.1453 (0.1432) xyz.shape=torch.Size([365568, 3]): :  92% 4401/4800 [15:51<01:40,  3.95it/s]
loss=0.1453 (0.1432) xyz.shape=torch.Size([365568, 3]): :  92% 4402/4800 [15:51<01:30,  4.42it/s]
loss=0.1464 (0.1432) xyz.shape=torch.Size([366592, 3]): :  92% 4402/4800 [15:51<01:30,  4.42it/s]
loss=0.1464 (0.1432) xyz.shape=torch.Size([366592, 3]): :  92% 4403/4800 [15:51<01:22,  4.83it/s]
loss=0.1425 (0.1432) xyz.shape=torch.Size([372736, 3]): :  92% 4403/4800 [15:52<01:22,  4.83it/s]
loss=0.1425 (0.1432) xyz.shape=torch.Size([372736, 3]): :  92% 4404/4800 [15:52<01:17,  5.14it/s]
loss=0.1422 (0.1432) xyz.shape=torch.Size([373760, 3]): :  92% 4404/4800 [15:52<01:17,  5.14it/s]
loss=0.1422 (0.1432) xyz.shape=torch.Size([373760, 3]): :  92% 4405/4800 [15:52<01:14,  5.31it/s]
loss=0.1434 (0.1432) xyz.shape=torch.Size([368640, 3]): :  92% 4405/4800 [15:52<01:14,  5.31it/s]
loss=0.1434 (0.1432) xyz.shape=torch.Size([368640, 3]): :  92% 4406/4800 [15:52<01:40,  3.94it/s]
loss=0.1421 (0.1432) xyz.shape=torch.Size([372864, 3]): :  92% 4406/4800 [15:52<01:40,  3.94it/s]
loss=0.1421 (0.1432) xyz.shape=torch.Size([372864, 3]): :  92% 4407/4800 [15:52<01:29,  4.42it/s]
loss=0.1401 (0.1432) xyz.shape=torch.Size([372096, 3]): :  92% 4407/4800 [15:53<01:29,  4.42it/s]
loss=0.1401 (0.1432) xyz.shape=torch.Size([372096, 3]): :  92% 4408/4800 [15:53<01:21,  4.82it/s]
loss=0.1356 (0.1432) xyz.shape=torch.Size([378624, 3]): :  92% 4408/4800 [15:53<01:21,  4.82it/s]
loss=0.1356 (0.1432) xyz.shape=torch.Size([378624, 3]): :  92% 4409/4800 [15:53<01:15,  5.17it/s]
loss=0.1405 (0.1432) xyz.shape=torch.Size([378368, 3]): :  92% 4409/4800 [15:53<01:15,  5.17it/s]
loss=0.1405 (0.1432) xyz.shape=torch.Size([378368, 3]): :  92% 4410/4800 [15:53<01:11,  5.44it/s]
loss=0.1384 (0.1432) xyz.shape=torch.Size([382720, 3]): :  92% 4410/4800 [15:53<01:11,  5.44it/s]
loss=0.1384 (0.1432) xyz.shape=torch.Size([382720, 3]): :  92% 4411/4800 [15:53<01:36,  4.02it/s]
loss=0.1392 (0.1432) xyz.shape=torch.Size([376960, 3]): :  92% 4411/4800 [15:53<01:36,  4.02it/s]
loss=0.1392 (0.1432) xyz.shape=torch.Size([376960, 3]): :  92% 4412/4800 [15:53<01:26,  4.50it/s]
loss=0.1460 (0.1432) xyz.shape=torch.Size([379520, 3]): :  92% 4412/4800 [15:54<01:26,  4.50it/s]
loss=0.1460 (0.1432) xyz.shape=torch.Size([379520, 3]): :  92% 4413/4800 [15:54<01:19,  4.89it/s]
loss=0.1393 (0.1432) xyz.shape=torch.Size([385920, 3]): :  92% 4413/4800 [15:54<01:19,  4.89it/s]
loss=0.1393 (0.1432) xyz.shape=torch.Size([385920, 3]): :  92% 4414/4800 [15:54<01:14,  5.21it/s]
loss=0.1400 (0.1432) xyz.shape=torch.Size([383744, 3]): :  92% 4414/4800 [15:54<01:14,  5.21it/s]
loss=0.1400 (0.1432) xyz.shape=torch.Size([383744, 3]): :  92% 4415/4800 [15:54<01:10,  5.46it/s]
loss=0.1536 (0.1432) xyz.shape=torch.Size([379392, 3]): :  92% 4415/4800 [15:54<01:10,  5.46it/s]
loss=0.1536 (0.1432) xyz.shape=torch.Size([379392, 3]): :  92% 4416/4800 [15:54<01:35,  4.02it/s]
loss=0.1364 (0.1432) xyz.shape=torch.Size([382080, 3]): :  92% 4416/4800 [15:54<01:35,  4.02it/s]
loss=0.1364 (0.1432) xyz.shape=torch.Size([382080, 3]): :  92% 4417/4800 [15:54<01:25,  4.49it/s]
loss=0.1515 (0.1432) xyz.shape=torch.Size([380416, 3]): :  92% 4417/4800 [15:55<01:25,  4.49it/s]
loss=0.1515 (0.1432) xyz.shape=torch.Size([380416, 3]): :  92% 4418/4800 [15:55<01:18,  4.90it/s]
loss=0.1400 (0.1432) xyz.shape=torch.Size([392832, 3]): :  92% 4418/4800 [15:55<01:18,  4.90it/s]
loss=0.1400 (0.1432) xyz.shape=torch.Size([392832, 3]): :  92% 4419/4800 [15:55<01:13,  5.22it/s]
loss=0.1424 (0.1432) xyz.shape=torch.Size([390272, 3]): :  92% 4419/4800 [15:55<01:13,  5.22it/s]
loss=0.1424 (0.1432) xyz.shape=torch.Size([390272, 3]): :  92% 4420/4800 [15:55<01:09,  5.46it/s]
loss=0.1444 (0.1432) xyz.shape=torch.Size([385152, 3]): :  92% 4420/4800 [15:55<01:09,  5.46it/s]
loss=0.1444 (0.1432) xyz.shape=torch.Size([385152, 3]): :  92% 4421/4800 [15:55<01:34,  4.02it/s]
loss=0.1372 (0.1432) xyz.shape=torch.Size([392448, 3]): :  92% 4421/4800 [15:56<01:34,  4.02it/s]
loss=0.1372 (0.1432) xyz.shape=torch.Size([392448, 3]): :  92% 4422/4800 [15:56<01:24,  4.49it/s]
loss=0.1414 (0.1432) xyz.shape=torch.Size([386304, 3]): :  92% 4422/4800 [15:56<01:24,  4.49it/s]
loss=0.1414 (0.1432) xyz.shape=torch.Size([386304, 3]): :  92% 4423/4800 [15:56<01:17,  4.89it/s]
loss=0.1428 (0.1432) xyz.shape=torch.Size([387840, 3]): :  92% 4423/4800 [15:56<01:17,  4.89it/s]
loss=0.1428 (0.1432) xyz.shape=torch.Size([387840, 3]): :  92% 4424/4800 [15:56<01:13,  5.14it/s]
loss=0.1413 (0.1432) xyz.shape=torch.Size([387840, 3]): :  92% 4424/4800 [15:56<01:13,  5.14it/s]
loss=0.1413 (0.1432) xyz.shape=torch.Size([387840, 3]): :  92% 4425/4800 [15:56<01:09,  5.42it/s]
loss=0.1425 (0.1432) xyz.shape=torch.Size([390272, 3]): :  92% 4425/4800 [15:56<01:09,  5.42it/s]
loss=0.1425 (0.1432) xyz.shape=torch.Size([390272, 3]): :  92% 4426/4800 [15:56<01:33,  4.02it/s]
loss=0.1441 (0.1432) xyz.shape=torch.Size([388352, 3]): :  92% 4426/4800 [15:57<01:33,  4.02it/s]
loss=0.1441 (0.1432) xyz.shape=torch.Size([388352, 3]): :  92% 4427/4800 [15:57<01:23,  4.49it/s]
loss=0.1439 (0.1432) xyz.shape=torch.Size([387840, 3]): :  92% 4427/4800 [15:57<01:23,  4.49it/s]
loss=0.1439 (0.1432) xyz.shape=torch.Size([387840, 3]): :  92% 4428/4800 [15:57<01:16,  4.89it/s]
loss=0.1495 (0.1432) xyz.shape=torch.Size([390912, 3]): :  92% 4428/4800 [15:57<01:16,  4.89it/s]
loss=0.1495 (0.1432) xyz.shape=torch.Size([390912, 3]): :  92% 4429/4800 [15:57<01:11,  5.22it/s]
loss=0.1453 (0.1432) xyz.shape=torch.Size([391296, 3]): :  92% 4429/4800 [15:57<01:11,  5.22it/s]
loss=0.1453 (0.1432) xyz.shape=torch.Size([391296, 3]): :  92% 4430/4800 [15:57<01:07,  5.47it/s]
loss=0.1419 (0.1432) xyz.shape=torch.Size([386304, 3]): :  92% 4430/4800 [15:57<01:07,  5.47it/s]
loss=0.1419 (0.1432) xyz.shape=torch.Size([386304, 3]): :  92% 4431/4800 [15:57<01:05,  5.67it/s]
loss=0.1467 (0.1432) xyz.shape=torch.Size([389120, 3]): :  92% 4431/4800 [15:58<01:05,  5.67it/s]
loss=0.1467 (0.1432) xyz.shape=torch.Size([389120, 3]): :  92% 4432/4800 [15:58<01:28,  4.15it/s]
loss=0.1441 (0.1432) xyz.shape=torch.Size([390016, 3]): :  92% 4432/4800 [15:58<01:28,  4.15it/s]
loss=0.1441 (0.1432) xyz.shape=torch.Size([390016, 3]): :  92% 4433/4800 [15:58<01:19,  4.60it/s]
loss=0.1407 (0.1432) xyz.shape=torch.Size([385920, 3]): :  92% 4433/4800 [15:58<01:19,  4.60it/s]
loss=0.1407 (0.1432) xyz.shape=torch.Size([385920, 3]): :  92% 4434/4800 [15:58<01:13,  4.98it/s]
loss=0.1376 (0.1432) xyz.shape=torch.Size([381056, 3]): :  92% 4434/4800 [15:58<01:13,  4.98it/s]
loss=0.1376 (0.1432) xyz.shape=torch.Size([381056, 3]): :  92% 4435/4800 [15:58<01:08,  5.29it/s]
loss=0.1436 (0.1432) xyz.shape=torch.Size([382592, 3]): :  92% 4435/4800 [15:58<01:08,  5.29it/s]
loss=0.1436 (0.1432) xyz.shape=torch.Size([382592, 3]): :  92% 4436/4800 [15:58<01:05,  5.53it/s]
loss=0.1412 (0.1432) xyz.shape=torch.Size([392064, 3]): :  92% 4436/4800 [15:59<01:05,  5.53it/s]
loss=0.1412 (0.1432) xyz.shape=torch.Size([392064, 3]): :  92% 4437/4800 [15:59<01:28,  4.11it/s]
loss=0.1408 (0.1432) xyz.shape=torch.Size([386816, 3]): :  92% 4437/4800 [15:59<01:28,  4.11it/s]
loss=0.1408 (0.1432) xyz.shape=torch.Size([386816, 3]): :  92% 4438/4800 [15:59<01:19,  4.57it/s]
loss=0.1472 (0.1432) xyz.shape=torch.Size([385664, 3]): :  92% 4438/4800 [15:59<01:19,  4.57it/s]
loss=0.1472 (0.1432) xyz.shape=torch.Size([385664, 3]): :  92% 4439/4800 [15:59<01:12,  4.96it/s]
loss=0.1420 (0.1432) xyz.shape=torch.Size([386048, 3]): :  92% 4439/4800 [15:59<01:12,  4.96it/s]
loss=0.1420 (0.1432) xyz.shape=torch.Size([386048, 3]): :  92% 4440/4800 [15:59<01:08,  5.27it/s]
loss=0.1414 (0.1432) xyz.shape=torch.Size([390912, 3]): :  92% 4440/4800 [15:59<01:08,  5.27it/s]
loss=0.1414 (0.1432) xyz.shape=torch.Size([390912, 3]): :  93% 4441/4800 [15:59<01:05,  5.51it/s]
loss=0.1391 (0.1432) xyz.shape=torch.Size([381184, 3]): :  93% 4441/4800 [16:00<01:05,  5.51it/s]
loss=0.1391 (0.1432) xyz.shape=torch.Size([381184, 3]): :  93% 4442/4800 [16:00<01:28,  4.05it/s]
loss=0.1422 (0.1432) xyz.shape=torch.Size([382592, 3]): :  93% 4442/4800 [16:00<01:28,  4.05it/s]
loss=0.1422 (0.1432) xyz.shape=torch.Size([382592, 3]): :  93% 4443/4800 [16:00<01:19,  4.47it/s]
loss=0.1421 (0.1432) xyz.shape=torch.Size([385664, 3]): :  93% 4443/4800 [16:00<01:19,  4.47it/s]
loss=0.1421 (0.1432) xyz.shape=torch.Size([385664, 3]): :  93% 4444/4800 [16:00<01:12,  4.88it/s]
loss=0.1426 (0.1432) xyz.shape=torch.Size([378368, 3]): :  93% 4444/4800 [16:00<01:12,  4.88it/s]
loss=0.1426 (0.1432) xyz.shape=torch.Size([378368, 3]): :  93% 4445/4800 [16:00<01:08,  5.21it/s]
loss=0.1422 (0.1432) xyz.shape=torch.Size([387200, 3]): :  93% 4445/4800 [16:00<01:08,  5.21it/s]
loss=0.1422 (0.1432) xyz.shape=torch.Size([387200, 3]): :  93% 4446/4800 [16:00<01:04,  5.47it/s]
loss=0.1432 (0.1432) xyz.shape=torch.Size([376576, 3]): :  93% 4446/4800 [16:01<01:04,  5.47it/s]
loss=0.1432 (0.1432) xyz.shape=torch.Size([376576, 3]): :  93% 4447/4800 [16:01<01:28,  3.98it/s]
loss=0.1456 (0.1432) xyz.shape=torch.Size([383232, 3]): :  93% 4447/4800 [16:01<01:28,  3.98it/s]
loss=0.1456 (0.1432) xyz.shape=torch.Size([383232, 3]): :  93% 4448/4800 [16:01<01:19,  4.42it/s]
loss=0.1435 (0.1432) xyz.shape=torch.Size([385024, 3]): :  93% 4448/4800 [16:01<01:19,  4.42it/s]
loss=0.1435 (0.1432) xyz.shape=torch.Size([385024, 3]): :  93% 4449/4800 [16:01<01:12,  4.81it/s]
loss=0.1376 (0.1432) xyz.shape=torch.Size([380800, 3]): :  93% 4449/4800 [16:01<01:12,  4.81it/s]
loss=0.1376 (0.1432) xyz.shape=torch.Size([380800, 3]): :  93% 4450/4800 [16:01<01:08,  5.12it/s]
loss=0.1436 (0.1432) xyz.shape=torch.Size([377728, 3]): :  93% 4450/4800 [16:01<01:08,  5.12it/s]
loss=0.1436 (0.1432) xyz.shape=torch.Size([377728, 3]): :  93% 4451/4800 [16:01<01:04,  5.37it/s]
loss=0.1444 (0.1432) xyz.shape=torch.Size([370688, 3]): :  93% 4451/4800 [16:02<01:04,  5.37it/s]
loss=0.1444 (0.1432) xyz.shape=torch.Size([370688, 3]): :  93% 4452/4800 [16:02<01:26,  4.02it/s]
loss=0.1375 (0.1432) xyz.shape=torch.Size([378496, 3]): :  93% 4452/4800 [16:02<01:26,  4.02it/s]
loss=0.1375 (0.1432) xyz.shape=torch.Size([378496, 3]): :  93% 4453/4800 [16:02<01:17,  4.47it/s]
loss=0.1405 (0.1432) xyz.shape=torch.Size([377600, 3]): :  93% 4453/4800 [16:02<01:17,  4.47it/s]
loss=0.1405 (0.1432) xyz.shape=torch.Size([377600, 3]): :  93% 4454/4800 [16:02<01:11,  4.85it/s]
loss=0.1439 (0.1432) xyz.shape=torch.Size([372736, 3]): :  93% 4454/4800 [16:02<01:11,  4.85it/s]
loss=0.1439 (0.1432) xyz.shape=torch.Size([372736, 3]): :  93% 4455/4800 [16:02<01:06,  5.18it/s]
loss=0.1465 (0.1432) xyz.shape=torch.Size([374016, 3]): :  93% 4455/4800 [16:02<01:06,  5.18it/s]
loss=0.1465 (0.1432) xyz.shape=torch.Size([374016, 3]): :  93% 4456/4800 [16:02<01:03,  5.43it/s]
loss=0.1415 (0.1432) xyz.shape=torch.Size([371584, 3]): :  93% 4456/4800 [16:03<01:03,  5.43it/s]
loss=0.1415 (0.1432) xyz.shape=torch.Size([371584, 3]): :  93% 4457/4800 [16:03<01:24,  4.04it/s]
loss=0.1489 (0.1432) xyz.shape=torch.Size([365056, 3]): :  93% 4457/4800 [16:03<01:24,  4.04it/s]
loss=0.1489 (0.1432) xyz.shape=torch.Size([365056, 3]): :  93% 4458/4800 [16:03<01:15,  4.50it/s]
loss=0.1406 (0.1432) xyz.shape=torch.Size([370048, 3]): :  93% 4458/4800 [16:03<01:15,  4.50it/s]
loss=0.1406 (0.1432) xyz.shape=torch.Size([370048, 3]): :  93% 4459/4800 [16:03<01:09,  4.89it/s]
loss=0.1482 (0.1432) xyz.shape=torch.Size([376448, 3]): :  93% 4459/4800 [16:03<01:09,  4.89it/s]
loss=0.1482 (0.1432) xyz.shape=torch.Size([376448, 3]): :  93% 4460/4800 [16:03<01:05,  5.22it/s]
loss=0.1462 (0.1432) xyz.shape=torch.Size([371584, 3]): :  93% 4460/4800 [16:04<01:05,  5.22it/s]
loss=0.1462 (0.1432) xyz.shape=torch.Size([371584, 3]): :  93% 4461/4800 [16:04<01:02,  5.46it/s]
loss=0.1427 (0.1432) xyz.shape=torch.Size([371072, 3]): :  93% 4461/4800 [16:04<01:02,  5.46it/s]
loss=0.1427 (0.1432) xyz.shape=torch.Size([371072, 3]): :  93% 4462/4800 [16:04<01:25,  3.95it/s]
loss=0.1428 (0.1432) xyz.shape=torch.Size([367488, 3]): :  93% 4462/4800 [16:04<01:25,  3.95it/s]
loss=0.1428 (0.1432) xyz.shape=torch.Size([367488, 3]): :  93% 4463/4800 [16:04<01:16,  4.39it/s]
loss=0.1424 (0.1432) xyz.shape=torch.Size([371968, 3]): :  93% 4463/4800 [16:04<01:16,  4.39it/s]
loss=0.1424 (0.1432) xyz.shape=torch.Size([371968, 3]): :  93% 4464/4800 [16:04<01:10,  4.77it/s]
loss=0.1479 (0.1432) xyz.shape=torch.Size([372224, 3]): :  93% 4464/4800 [16:04<01:10,  4.77it/s]
loss=0.1479 (0.1432) xyz.shape=torch.Size([372224, 3]): :  93% 4465/4800 [16:04<01:06,  5.07it/s]
loss=0.1444 (0.1432) xyz.shape=torch.Size([374272, 3]): :  93% 4465/4800 [16:05<01:06,  5.07it/s]
loss=0.1444 (0.1432) xyz.shape=torch.Size([374272, 3]): :  93% 4466/4800 [16:05<01:02,  5.30it/s]
loss=0.1364 (0.1432) xyz.shape=torch.Size([374656, 3]): :  93% 4466/4800 [16:05<01:02,  5.30it/s]
loss=0.1364 (0.1432) xyz.shape=torch.Size([374656, 3]): :  93% 4467/4800 [16:05<01:24,  3.93it/s]
loss=0.1389 (0.1432) xyz.shape=torch.Size([375936, 3]): :  93% 4467/4800 [16:05<01:24,  3.93it/s]
loss=0.1389 (0.1432) xyz.shape=torch.Size([375936, 3]): :  93% 4468/4800 [16:05<01:15,  4.39it/s]
loss=0.1411 (0.1432) xyz.shape=torch.Size([372352, 3]): :  93% 4468/4800 [16:05<01:15,  4.39it/s]
loss=0.1411 (0.1432) xyz.shape=torch.Size([372352, 3]): :  93% 4469/4800 [16:05<01:09,  4.78it/s]
loss=0.1430 (0.1432) xyz.shape=torch.Size([373120, 3]): :  93% 4469/4800 [16:06<01:09,  4.78it/s]
loss=0.1430 (0.1432) xyz.shape=torch.Size([373120, 3]): :  93% 4470/4800 [16:06<01:04,  5.10it/s]
loss=0.1397 (0.1432) xyz.shape=torch.Size([373120, 3]): :  93% 4470/4800 [16:06<01:04,  5.10it/s]
loss=0.1397 (0.1432) xyz.shape=torch.Size([373120, 3]): :  93% 4471/4800 [16:06<01:01,  5.35it/s]
loss=0.1419 (0.1432) xyz.shape=torch.Size([377088, 3]): :  93% 4471/4800 [16:06<01:01,  5.35it/s]
loss=0.1419 (0.1432) xyz.shape=torch.Size([377088, 3]): :  93% 4472/4800 [16:06<01:22,  3.96it/s]
loss=0.1410 (0.1432) xyz.shape=torch.Size([374016, 3]): :  93% 4472/4800 [16:06<01:22,  3.96it/s]
loss=0.1410 (0.1432) xyz.shape=torch.Size([374016, 3]): :  93% 4473/4800 [16:06<01:14,  4.41it/s]
loss=0.1490 (0.1432) xyz.shape=torch.Size([366080, 3]): :  93% 4473/4800 [16:06<01:14,  4.41it/s]
loss=0.1490 (0.1432) xyz.shape=torch.Size([366080, 3]): :  93% 4474/4800 [16:06<01:07,  4.80it/s]
loss=0.1465 (0.1432) xyz.shape=torch.Size([375424, 3]): :  93% 4474/4800 [16:07<01:07,  4.80it/s]
loss=0.1465 (0.1432) xyz.shape=torch.Size([375424, 3]): :  93% 4475/4800 [16:07<01:03,  5.12it/s]
loss=0.1377 (0.1432) xyz.shape=torch.Size([381568, 3]): :  93% 4475/4800 [16:07<01:03,  5.12it/s]
loss=0.1377 (0.1432) xyz.shape=torch.Size([381568, 3]): :  93% 4476/4800 [16:07<01:00,  5.38it/s]
loss=0.1478 (0.1432) xyz.shape=torch.Size([373760, 3]): :  93% 4476/4800 [16:07<01:00,  5.38it/s]
loss=0.1478 (0.1432) xyz.shape=torch.Size([373760, 3]): :  93% 4477/4800 [16:07<01:24,  3.83it/s]
loss=0.1414 (0.1432) xyz.shape=torch.Size([377216, 3]): :  93% 4477/4800 [16:07<01:24,  3.83it/s]
loss=0.1414 (0.1432) xyz.shape=torch.Size([377216, 3]): :  93% 4478/4800 [16:07<01:15,  4.28it/s]
loss=0.1413 (0.1432) xyz.shape=torch.Size([371712, 3]): :  93% 4478/4800 [16:08<01:15,  4.28it/s]
loss=0.1413 (0.1432) xyz.shape=torch.Size([371712, 3]): :  93% 4479/4800 [16:08<01:08,  4.67it/s]
loss=0.1412 (0.1432) xyz.shape=torch.Size([377856, 3]): :  93% 4479/4800 [16:08<01:08,  4.67it/s]
loss=0.1412 (0.1432) xyz.shape=torch.Size([377856, 3]): :  93% 4480/4800 [16:08<01:04,  4.99it/s]
loss=0.1436 (0.1432) xyz.shape=torch.Size([375168, 3]): :  93% 4480/4800 [16:08<01:04,  4.99it/s]
loss=0.1436 (0.1432) xyz.shape=torch.Size([375168, 3]): :  93% 4481/4800 [16:08<01:00,  5.24it/s]
loss=0.1394 (0.1432) xyz.shape=torch.Size([373248, 3]): :  93% 4481/4800 [16:08<01:00,  5.24it/s]
loss=0.1394 (0.1432) xyz.shape=torch.Size([373248, 3]): :  93% 4482/4800 [16:08<00:58,  5.44it/s]
loss=0.1414 (0.1432) xyz.shape=torch.Size([373248, 3]): :  93% 4482/4800 [16:08<00:58,  5.44it/s]
loss=0.1414 (0.1432) xyz.shape=torch.Size([373248, 3]): :  93% 4483/4800 [16:08<01:19,  4.00it/s]
loss=0.1456 (0.1432) xyz.shape=torch.Size([370304, 3]): :  93% 4483/4800 [16:09<01:19,  4.00it/s]
loss=0.1456 (0.1432) xyz.shape=torch.Size([370304, 3]): :  93% 4484/4800 [16:09<01:11,  4.44it/s]
loss=0.1371 (0.1432) xyz.shape=torch.Size([368384, 3]): :  93% 4484/4800 [16:09<01:11,  4.44it/s]
