nohup: ignoring input
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_raymarching/build.ninja...
Building extension module _raymarching...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _raymarching...
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_grid_encoder/build.ninja...
Building extension module _grid_encoder...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _grid_encoder...
Using /data1/wcc/.cache/torch_extensions/py39_cu117 as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /data1/wcc/.cache/torch_extensions/py39_cu117/_freqencoder/build.ninja...
Building extension module _freqencoder...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
Namespace(path='/home/wcc/RodinHD/data/fitting_obj_list_300.txt', save_dir='/home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus', data_root='/home/wcc/RodinHD/data/raw_data_300', O=True, test=False, ray_shuffle=True, workspace='/home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus', seed=0, iters=5000, lr0=0.001, lr1=0.0001, ckpt='latest', num_rays=65536, cuda_ray=True, max_steps=1024, num_steps=512, update_extra_interval=16, upsample_steps=512, max_ray_batch=4096, l1_reg_weight=0.0001, tv_weight=0.01, dist_weight=0.0, iwc_weight=0.1, patch_size=1, fp16=True, cp=False, triplane_channels=32, downscale=1, resolution0=512, resolution1=512, upsample_model_steps=[], grid_size=256, color_space='srgb', preload=True, bound=1.0, scale=0.4, offset=[0, 0, 0], dt_gamma=0.0, min_near=0.2, density_thresh=10, bg_radius=-1, gui=False, W=1920, H=1080, radius=5, fovy=50, max_spp=64, num_train_frames=300, out_loop_eps=90, eval_freq=1, no_tqdm=False, random_noise=False, random_scale=False, error_map=False, clip_text='', rand_pose=-1, start_idx=0, end_idx=1, eval_video=False)
Render using grid size:  256
ninja: no work to do.
Loading extension module _freqencoder...
NeRFNetworkPlus(
  (grid_sample): GridEncoder: input_dim=2 num_levels=3 level_dim=32 resolution=512 -> 512 per_level_scale=1.0000 gridtype=tiled align_corners=True interpolation=linear
  (encoder): FreqEncoder: input_dim=24 degree=2 output_dim=120
  (encoder_sigma): FreqEncoder: input_dim=8 degree=2 output_dim=40
  (encoder_dir): FreqEncoder: input_dim=3 degree=2 output_dim=15
  (color_net): ModuleList(
    (0): Linear(in_features=263, out_features=128, bias=False)
    (1): Linear(in_features=128, out_features=128, bias=False)
    (2): Linear(in_features=128, out_features=3, bias=False)
  )
  (sigma_net): Sequential(
    (0): Linear(in_features=40, out_features=128, bias=True)
    (1): Softplus(beta=1, threshold=20)
    (2): Linear(in_features=128, out_features=129, bias=True)
  )
)
1
Loading triplane from /home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus/1_1_neutral.npy
tensor(-6.0571) tensor(-0.0211)
Generate dataset cost 10.26452112197876 s/avatar.
[INFO] Trainer: ngp | 2024-10-29_13-41-45 | cuda:0 | fp16 | 
/home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus
[INFO] #parameters: 72321
[INFO] Loading latest checkpoint ...
[INFO] Latest checkpoint is 
/home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus/checkpoints/ngp_ep0000.pth
.pth
[INFO] loaded model.
[WARN] missing keys: ['density_grid', 'density_bitfield']
Loading triplane from /home/wcc/RodinHD/data/save_triplane_and_mlp_300_plus/1_1_neutral.npy
tensor(-6.0571) tensor(-0.0211)
==> Start Training Epoch(random shuffle rays) 1, lr1=0.000100 lr0=0.001000
  0% 0/4800 [00:00<?, ?it/s]
loss=0.1544 (0.1544): :   0% 0/4800 [00:02<?, ?it/s]
loss=0.0021 (0.0022): :  84% 4009/4800 [19:26<03:44,  3.52it/s]
loss=0.0021 (0.0022): :  84% 4010/4800 [19:26<04:35,  2.86it/s]
loss=0.0024 (0.0022): :  84% 4010/4800 [19:26<04:35,  2.86it/s]
loss=0.0024 (0.0022): :  84% 4011/4800 [19:26<04:10,  3.15it/s]
loss=0.0019 (0.0022): :  84% 4011/4800 [19:26<04:10,  3.15it/s]
loss=0.0019 (0.0022): :  84% 4012/4800 [19:26<03:52,  3.39it/s]
loss=0.0019 (0.0022): :  84% 4012/4800 [19:26<03:52,  3.39it/s]
loss=0.0019 (0.0022): :  84% 4013/4800 [19:26<03:39,  3.59it/s]
loss=0.0020 (0.0022): :  84% 4013/4800 [19:27<03:39,  3.59it/s]
loss=0.0020 (0.0022): :  84% 4014/4800 [19:27<03:30,  3.73it/s]
loss=0.0022 (0.0022): :  84% 4014/4800 [19:27<03:30,  3.73it/s]
loss=0.0022 (0.0022): :  84% 4015/4800 [19:27<04:20,  3.01it/s]
loss=0.0019 (0.0022): :  84% 4015/4800 [19:27<04:20,  3.01it/s]
loss=0.0019 (0.0022): :  84% 4016/4800 [19:27<03:59,  3.28it/s]
loss=0.0020 (0.0022): :  84% 4016/4800 [19:28<03:59,  3.28it/s]
loss=0.0020 (0.0022): :  84% 4017/4800 [19:28<03:44,  3.49it/s]
loss=0.0021 (0.0022): :  84% 4017/4800 [19:28<03:44,  3.49it/s]
loss=0.0021 (0.0022): :  84% 4018/4800 [19:28<03:33,  3.67it/s]
loss=0.0019 (0.0022): :  84% 4018/4800 [19:28<03:33,  3.67it/s]
loss=0.0019 (0.0022): :  84% 4019/4800 [19:28<03:25,  3.80it/s]
loss=0.0019 (0.0022): :  84% 4019/4800 [19:29<03:25,  3.80it/s]
loss=0.0019 (0.0022): :  84% 4020/4800 [19:29<04:16,  3.04it/s]
loss=0.0022 (0.0022): :  84% 4020/4800 [19:29<04:16,  3.04it/s]
loss=0.0022 (0.0022): :  84% 4021/4800 [19:29<03:55,  3.31it/s]
loss=0.0019 (0.0022): :  84% 4021/4800 [19:29<03:55,  3.31it/s]
loss=0.0019 (0.0022): :  84% 4022/4800 [19:29<03:40,  3.52it/s]
loss=0.0024 (0.0022): :  84% 4022/4800 [19:29<03:40,  3.52it/s]
loss=0.0024 (0.0022): :  84% 4023/4800 [19:29<03:30,  3.70it/s]
loss=0.0025 (0.0022): :  84% 4023/4800 [19:30<03:30,  3.70it/s]
loss=0.0025 (0.0022): :  84% 4024/4800 [19:30<03:22,  3.83it/s]
loss=0.0020 (0.0022): :  84% 4024/4800 [19:30<03:22,  3.83it/s]
loss=0.0020 (0.0022): :  84% 4025/4800 [19:30<04:14,  3.04it/s]
loss=0.0020 (0.0022): :  84% 4025/4800 [19:30<04:14,  3.04it/s]
loss=0.0020 (0.0022): :  84% 4026/4800 [19:30<03:53,  3.31it/s]
loss=0.0021 (0.0022): :  84% 4026/4800 [19:30<03:53,  3.31it/s]
loss=0.0021 (0.0022): :  84% 4027/4800 [19:30<03:38,  3.53it/s]
loss=0.0020 (0.0022): :  84% 4027/4800 [19:31<03:38,  3.53it/s]
loss=0.0020 (0.0022): :  84% 4028/4800 [19:31<03:28,  3.71it/s]
loss=0.0023 (0.0022): :  84% 4028/4800 [19:31<03:28,  3.71it/s]
loss=0.0023 (0.0022): :  84% 4029/4800 [19:31<03:21,  3.83it/s]
loss=0.0023 (0.0022): :  84% 4029/4800 [19:31<03:21,  3.83it/s]
loss=0.0023 (0.0022): :  84% 4030/4800 [19:31<04:12,  3.05it/s]
loss=0.0023 (0.0022): :  84% 4030/4800 [19:32<04:12,  3.05it/s]
loss=0.0023 (0.0022): :  84% 4031/4800 [19:32<03:52,  3.31it/s]
loss=0.0023 (0.0022): :  84% 4031/4800 [19:32<03:52,  3.31it/s]
loss=0.0023 (0.0022): :  84% 4032/4800 [19:32<03:37,  3.53it/s]
loss=0.0021 (0.0022): :  84% 4032/4800 [19:32<03:37,  3.53it/s]
loss=0.0021 (0.0022): :  84% 4033/4800 [19:32<03:26,  3.71it/s]
loss=0.0028 (0.0022): :  84% 4033/4800 [19:32<03:26,  3.71it/s]
loss=0.0028 (0.0022): :  84% 4034/4800 [19:32<03:19,  3.85it/s]
loss=0.0021 (0.0022): :  84% 4034/4800 [19:33<03:19,  3.85it/s]
loss=0.0021 (0.0022): :  84% 4035/4800 [19:33<04:11,  3.04it/s]
loss=0.0024 (0.0022): :  84% 4035/4800 [19:33<04:11,  3.04it/s]
loss=0.0024 (0.0022): :  84% 4036/4800 [19:33<03:51,  3.30it/s]
loss=0.0020 (0.0022): :  84% 4036/4800 [19:33<03:51,  3.30it/s]
loss=0.0020 (0.0022): :  84% 4037/4800 [19:33<03:39,  3.48it/s]
loss=0.0023 (0.0022): :  84% 4037/4800 [19:34<03:39,  3.48it/s]
loss=0.0023 (0.0022): :  84% 4038/4800 [19:34<03:29,  3.63it/s]
loss=0.0023 (0.0022): :  84% 4038/4800 [19:34<03:29,  3.63it/s]
loss=0.0023 (0.0022): :  84% 4039/4800 [19:34<03:24,  3.73it/s]
loss=0.0020 (0.0022): :  84% 4039/4800 [19:34<03:24,  3.73it/s]
loss=0.0020 (0.0022): :  84% 4040/4800 [19:34<03:19,  3.80it/s]
loss=0.0026 (0.0022): :  84% 4040/4800 [19:35<03:19,  3.80it/s]
loss=0.0026 (0.0022): :  84% 4041/4800 [19:35<04:16,  2.96it/s]
loss=0.0022 (0.0022): :  84% 4041/4800 [19:35<04:16,  2.96it/s]
loss=0.0022 (0.0022): :  84% 4042/4800 [19:35<03:57,  3.20it/s]
loss=0.0023 (0.0022): :  84% 4042/4800 [19:35<03:57,  3.20it/s]
loss=0.0023 (0.0022): :  84% 4043/4800 [19:35<03:42,  3.40it/s]
loss=0.0023 (0.0022): :  84% 4043/4800 [19:35<03:42,  3.40it/s]
loss=0.0023 (0.0022): :  84% 4044/4800 [19:35<03:31,  3.57it/s]
loss=0.0022 (0.0022): :  84% 4044/4800 [19:36<03:31,  3.57it/s]
loss=0.0022 (0.0022): :  84% 4045/4800 [19:36<03:23,  3.70it/s]
loss=0.0025 (0.0022): :  84% 4045/4800 [19:36<03:23,  3.70it/s]
loss=0.0025 (0.0022): :  84% 4046/4800 [19:36<04:53,  2.57it/s]
loss=0.0024 (0.0022): :  84% 4046/4800 [19:37<04:53,  2.57it/s]
loss=0.0024 (0.0022): :  84% 4047/4800 [19:37<04:20,  2.89it/s]
loss=0.0021 (0.0022): :  84% 4047/4800 [19:37<04:20,  2.89it/s]
loss=0.0021 (0.0022): :  84% 4048/4800 [19:37<03:58,  3.15it/s]
loss=0.0021 (0.0022): :  84% 4048/4800 [19:37<03:58,  3.15it/s]
loss=0.0021 (0.0022): :  84% 4049/4800 [19:37<03:42,  3.38it/s]
loss=0.0023 (0.0022): :  84% 4049/4800 [19:37<03:42,  3.38it/s]
loss=0.0023 (0.0022): :  84% 4050/4800 [19:37<03:30,  3.57it/s]
loss=0.0021 (0.0022): :  84% 4050/4800 [19:38<03:30,  3.57it/s]
loss=0.0021 (0.0022): :  84% 4051/4800 [19:38<04:41,  2.66it/s]
loss=0.0025 (0.0022): :  84% 4051/4800 [19:38<04:41,  2.66it/s]
loss=0.0025 (0.0022): :  84% 4052/4800 [19:38<04:11,  2.98it/s]
loss=0.0022 (0.0022): :  84% 4052/4800 [19:38<04:11,  2.98it/s]
loss=0.0022 (0.0022): :  84% 4053/4800 [19:38<03:50,  3.25it/s]
loss=0.0021 (0.0022): :  84% 4053/4800 [19:39<03:50,  3.25it/s]
loss=0.0021 (0.0022): :  84% 4054/4800 [19:39<03:34,  3.47it/s]
loss=0.0024 (0.0022): :  84% 4054/4800 [19:39<03:34,  3.47it/s]
loss=0.0024 (0.0022): :  84% 4055/4800 [19:39<03:24,  3.65it/s]
loss=0.0023 (0.0022): :  84% 4055/4800 [19:39<03:24,  3.65it/s]
loss=0.0023 (0.0022): :  84% 4056/4800 [19:39<04:11,  2.96it/s]
loss=0.0019 (0.0022): :  84% 4056/4800 [19:40<04:11,  2.96it/s]
loss=0.0019 (0.0022): :  85% 4057/4800 [19:40<03:49,  3.24it/s]
loss=0.0018 (0.0022): :  85% 4057/4800 [19:40<03:49,  3.24it/s]
loss=0.0018 (0.0022): :  85% 4058/4800 [19:40<03:33,  3.47it/s]
loss=0.0017 (0.0022): :  85% 4058/4800 [19:40<03:33,  3.47it/s]
loss=0.0017 (0.0022): :  85% 4059/4800 [19:40<03:23,  3.63it/s]
loss=0.0023 (0.0022): :  85% 4059/4800 [19:40<03:23,  3.63it/s]
loss=0.0023 (0.0022): :  85% 4060/4800 [19:40<03:16,  3.77it/s]
loss=0.0019 (0.0022): :  85% 4060/4800 [19:41<03:16,  3.77it/s]
loss=0.0019 (0.0022): :  85% 4061/4800 [19:41<04:06,  2.99it/s]
loss=0.0024 (0.0022): :  85% 4061/4800 [19:41<04:06,  2.99it/s]
loss=0.0024 (0.0022): :  85% 4062/4800 [19:41<03:45,  3.27it/s]
loss=0.0018 (0.0022): :  85% 4062/4800 [19:41<03:45,  3.27it/s]
loss=0.0018 (0.0022): :  85% 4063/4800 [19:41<03:30,  3.50it/s]
loss=0.0022 (0.0022): :  85% 4063/4800 [19:42<03:30,  3.50it/s]
loss=0.0022 (0.0022): :  85% 4064/4800 [19:42<03:20,  3.68it/s]
loss=0.0024 (0.0022): :  85% 4064/4800 [19:42<03:20,  3.68it/s]
loss=0.0024 (0.0022): :  85% 4065/4800 [19:42<03:12,  3.82it/s]
loss=0.0020 (0.0022): :  85% 4065/4800 [19:42<03:12,  3.82it/s]
loss=0.0020 (0.0022): :  85% 4066/4800 [19:42<04:00,  3.06it/s]
loss=0.0020 (0.0022): :  85% 4066/4800 [19:43<04:00,  3.06it/s]
loss=0.0020 (0.0022): :  85% 4067/4800 [19:43<03:40,  3.32it/s]
loss=0.0020 (0.0022): :  85% 4067/4800 [19:43<03:40,  3.32it/s]
loss=0.0020 (0.0022): :  85% 4068/4800 [19:43<03:26,  3.54it/s]
loss=0.0020 (0.0022): :  85% 4068/4800 [19:43<03:26,  3.54it/s]
loss=0.0020 (0.0022): :  85% 4069/4800 [19:43<03:16,  3.71it/s]
loss=0.0023 (0.0022): :  85% 4069/4800 [19:43<03:16,  3.71it/s]
loss=0.0023 (0.0022): :  85% 4070/4800 [19:43<03:09,  3.85it/s]
loss=0.0027 (0.0022): :  85% 4070/4800 [19:44<03:09,  3.85it/s]
loss=0.0027 (0.0022): :  85% 4071/4800 [19:44<03:57,  3.06it/s]
loss=0.0022 (0.0022): :  85% 4071/4800 [19:44<03:57,  3.06it/s]
loss=0.0022 (0.0022): :  85% 4072/4800 [19:44<03:38,  3.34it/s]
loss=0.0019 (0.0022): :  85% 4072/4800 [19:44<03:38,  3.34it/s]
loss=0.0019 (0.0022): :  85% 4073/4800 [19:44<03:24,  3.55it/s]
loss=0.0025 (0.0022): :  85% 4073/4800 [19:44<03:24,  3.55it/s]
loss=0.0025 (0.0022): :  85% 4074/4800 [19:44<03:14,  3.73it/s]
loss=0.0016 (0.0022): :  85% 4074/4800 [19:45<03:14,  3.73it/s]
loss=0.0016 (0.0022): :  85% 4075/4800 [19:45<03:08,  3.85it/s]
loss=0.0020 (0.0022): :  85% 4075/4800 [19:45<03:08,  3.85it/s]
loss=0.0020 (0.0022): :  85% 4076/4800 [19:45<03:56,  3.07it/s]
loss=0.0020 (0.0022): :  85% 4076/4800 [19:45<03:56,  3.07it/s]
loss=0.0020 (0.0022): :  85% 4077/4800 [19:45<03:36,  3.33it/s]
loss=0.0022 (0.0022): :  85% 4077/4800 [19:46<03:36,  3.33it/s]
loss=0.0022 (0.0022): :  85% 4078/4800 [19:46<03:22,  3.56it/s]
loss=0.0023 (0.0022): :  85% 4078/4800 [19:46<03:22,  3.56it/s]
loss=0.0023 (0.0022): :  85% 4079/4800 [19:46<03:13,  3.73it/s]
loss=0.0017 (0.0022): :  85% 4079/4800 [19:46<03:13,  3.73it/s]
loss=0.0017 (0.0022): :  85% 4080/4800 [19:46<03:06,  3.86it/s]
loss=0.0024 (0.0022): :  85% 4080/4800 [19:47<03:06,  3.86it/s]
loss=0.0024 (0.0022): :  85% 4081/4800 [19:47<03:53,  3.08it/s]
loss=0.0019 (0.0022): :  85% 4081/4800 [19:47<03:53,  3.08it/s]
loss=0.0019 (0.0022): :  85% 4082/4800 [19:47<03:33,  3.36it/s]
loss=0.0023 (0.0022): :  85% 4082/4800 [19:47<03:33,  3.36it/s]
loss=0.0023 (0.0022): :  85% 4083/4800 [19:47<03:20,  3.57it/s]
loss=0.0022 (0.0022): :  85% 4083/4800 [19:47<03:20,  3.57it/s]
loss=0.0022 (0.0022): :  85% 4084/4800 [19:47<03:11,  3.75it/s]
loss=0.0022 (0.0022): :  85% 4084/4800 [19:48<03:11,  3.75it/s]
loss=0.0022 (0.0022): :  85% 4085/4800 [19:48<03:04,  3.88it/s]
loss=0.0028 (0.0022): :  85% 4085/4800 [19:48<03:04,  3.88it/s]
loss=0.0028 (0.0022): :  85% 4086/4800 [19:48<03:50,  3.10it/s]
loss=0.0022 (0.0022): :  85% 4086/4800 [19:48<03:50,  3.10it/s]
loss=0.0022 (0.0022): :  85% 4087/4800 [19:48<03:31,  3.37it/s]
loss=0.0025 (0.0022): :  85% 4087/4800 [19:48<03:31,  3.37it/s]
loss=0.0025 (0.0022): :  85% 4088/4800 [19:48<03:19,  3.58it/s]
loss=0.0023 (0.0022): :  85% 4088/4800 [19:49<03:19,  3.58it/s]
loss=0.0023 (0.0022): :  85% 4089/4800 [19:49<03:09,  3.75it/s]
loss=0.0026 (0.0022): :  85% 4089/4800 [19:49<03:09,  3.75it/s]
loss=0.0026 (0.0022): :  85% 4090/4800 [19:49<03:02,  3.88it/s]
loss=0.0019 (0.0022): :  85% 4090/4800 [19:49<03:02,  3.88it/s]
loss=0.0019 (0.0022): :  85% 4091/4800 [19:49<02:58,  3.98it/s]
loss=0.0020 (0.0022): :  85% 4091/4800 [19:50<02:58,  3.98it/s]
loss=0.0020 (0.0022): :  85% 4092/4800 [19:50<03:44,  3.15it/s]
loss=0.0022 (0.0022): :  85% 4092/4800 [19:50<03:44,  3.15it/s]
loss=0.0022 (0.0022): :  85% 4093/4800 [19:50<03:27,  3.41it/s]
loss=0.0023 (0.0022): :  85% 4093/4800 [19:50<03:27,  3.41it/s]
loss=0.0023 (0.0022): :  85% 4094/4800 [19:50<03:14,  3.62it/s]
loss=0.0022 (0.0022): :  85% 4094/4800 [19:50<03:14,  3.62it/s]
loss=0.0022 (0.0022): :  85% 4095/4800 [19:50<03:06,  3.79it/s]
loss=0.0019 (0.0022): :  85% 4095/4800 [19:51<03:06,  3.79it/s]
loss=0.0019 (0.0022): :  85% 4096/4800 [19:51<03:00,  3.91it/s]
loss=0.0020 (0.0022): :  85% 4096/4800 [19:51<03:00,  3.91it/s]
loss=0.0020 (0.0022): :  85% 4097/4800 [19:51<03:45,  3.12it/s]
loss=0.0019 (0.0022): :  85% 4097/4800 [19:51<03:45,  3.12it/s]
loss=0.0019 (0.0022): :  85% 4098/4800 [19:51<03:27,  3.38it/s]
loss=0.0022 (0.0022): :  85% 4098/4800 [19:52<03:27,  3.38it/s]
loss=0.0022 (0.0022): :  85% 4099/4800 [19:52<03:14,  3.60it/s]
loss=0.0027 (0.0022): :  85% 4099/4800 [19:52<03:14,  3.60it/s]
loss=0.0027 (0.0022): :  85% 4100/4800 [19:52<03:06,  3.76it/s]
loss=0.0020 (0.0022): :  85% 4100/4800 [19:52<03:06,  3.76it/s]
loss=0.0020 (0.0022): :  85% 4101/4800 [19:52<02:59,  3.89it/s]
loss=0.0023 (0.0022): :  85% 4101/4800 [19:52<02:59,  3.89it/s]
loss=0.0023 (0.0022): :  85% 4102/4800 [19:52<03:44,  3.10it/s]
loss=0.0022 (0.0022): :  85% 4102/4800 [19:53<03:44,  3.10it/s]
loss=0.0022 (0.0022): :  85% 4103/4800 [19:53<03:26,  3.38it/s]
loss=0.0022 (0.0022): :  85% 4103/4800 [19:53<03:26,  3.38it/s]
loss=0.0022 (0.0022): :  86% 4104/4800 [19:53<03:13,  3.59it/s]
loss=0.0022 (0.0022): :  86% 4104/4800 [19:53<03:13,  3.59it/s]
loss=0.0022 (0.0022): :  86% 4105/4800 [19:53<03:05,  3.75it/s]
loss=0.0022 (0.0022): :  86% 4105/4800 [19:53<03:05,  3.75it/s]
loss=0.0022 (0.0022): :  86% 4106/4800 [19:53<02:59,  3.87it/s]
loss=0.0026 (0.0022): :  86% 4106/4800 [19:54<02:59,  3.87it/s]
loss=0.0026 (0.0022): :  86% 4107/4800 [19:54<03:43,  3.10it/s]
loss=0.0020 (0.0022): :  86% 4107/4800 [19:54<03:43,  3.10it/s]
loss=0.0020 (0.0022): :  86% 4108/4800 [19:54<03:25,  3.37it/s]
loss=0.0023 (0.0022): :  86% 4108/4800 [19:54<03:25,  3.37it/s]
loss=0.0023 (0.0022): :  86% 4109/4800 [19:54<03:12,  3.59it/s]
loss=0.0018 (0.0022): :  86% 4109/4800 [19:55<03:12,  3.59it/s]
loss=0.0018 (0.0022): :  86% 4110/4800 [19:55<03:03,  3.76it/s]
loss=0.0023 (0.0022): :  86% 4110/4800 [19:55<03:03,  3.76it/s]
loss=0.0023 (0.0022): :  86% 4111/4800 [19:55<02:57,  3.87it/s]
loss=0.0019 (0.0022): :  86% 4111/4800 [19:55<02:57,  3.87it/s]
loss=0.0019 (0.0022): :  86% 4112/4800 [19:55<03:43,  3.08it/s]
loss=0.0019 (0.0022): :  86% 4112/4800 [19:56<03:43,  3.08it/s]
loss=0.0019 (0.0022): :  86% 4113/4800 [19:56<03:25,  3.34it/s]
loss=0.0020 (0.0022): :  86% 4113/4800 [19:56<03:25,  3.34it/s]
loss=0.0020 (0.0022): :  86% 4114/4800 [19:56<03:13,  3.55it/s]
loss=0.0017 (0.0022): :  86% 4114/4800 [19:56<03:13,  3.55it/s]
loss=0.0017 (0.0022): :  86% 4115/4800 [19:56<03:04,  3.71it/s]
loss=0.0019 (0.0022): :  86% 4115/4800 [19:56<03:04,  3.71it/s]
loss=0.0019 (0.0022): :  86% 4116/4800 [19:56<02:58,  3.84it/s]
loss=0.0020 (0.0022): :  86% 4116/4800 [19:57<02:58,  3.84it/s]
loss=0.0020 (0.0022): :  86% 4117/4800 [19:57<03:45,  3.04it/s]
loss=0.0021 (0.0022): :  86% 4117/4800 [19:57<03:45,  3.04it/s]
loss=0.0021 (0.0022): :  86% 4118/4800 [19:57<03:27,  3.29it/s]
loss=0.0016 (0.0022): :  86% 4118/4800 [19:57<03:27,  3.29it/s]
loss=0.0016 (0.0022): :  86% 4119/4800 [19:57<03:15,  3.49it/s]
loss=0.0020 (0.0022): :  86% 4119/4800 [19:58<03:15,  3.49it/s]
loss=0.0020 (0.0022): :  86% 4120/4800 [19:58<03:06,  3.65it/s]
loss=0.0024 (0.0022): :  86% 4120/4800 [19:58<03:06,  3.65it/s]
loss=0.0024 (0.0022): :  86% 4121/4800 [19:58<02:59,  3.77it/s]
loss=0.0019 (0.0022): :  86% 4121/4800 [19:58<02:59,  3.77it/s]
loss=0.0019 (0.0022): :  86% 4122/4800 [19:58<03:50,  2.94it/s]
loss=0.0020 (0.0022): :  86% 4122/4800 [19:59<03:50,  2.94it/s]
loss=0.0020 (0.0022): :  86% 4123/4800 [19:59<03:31,  3.20it/s]
loss=0.0021 (0.0022): :  86% 4123/4800 [19:59<03:31,  3.20it/s]
loss=0.0021 (0.0022): :  86% 4124/4800 [19:59<03:17,  3.42it/s]
loss=0.0026 (0.0022): :  86% 4124/4800 [19:59<03:17,  3.42it/s]
loss=0.0026 (0.0022): :  86% 4125/4800 [19:59<03:07,  3.59it/s]
loss=0.0020 (0.0022): :  86% 4125/4800 [19:59<03:07,  3.59it/s]
loss=0.0020 (0.0022): :  86% 4126/4800 [19:59<03:00,  3.72it/s]
loss=0.0022 (0.0022): :  86% 4126/4800 [20:00<03:00,  3.72it/s]
loss=0.0022 (0.0022): :  86% 4127/4800 [20:00<03:43,  3.01it/s]
loss=0.0029 (0.0022): :  86% 4127/4800 [20:00<03:43,  3.01it/s]
loss=0.0029 (0.0022): :  86% 4128/4800 [20:00<03:25,  3.26it/s]
loss=0.0023 (0.0022): :  86% 4128/4800 [20:00<03:25,  3.26it/s]
loss=0.0023 (0.0022): :  86% 4129/4800 [20:00<03:12,  3.48it/s]
loss=0.0024 (0.0022): :  86% 4129/4800 [20:00<03:12,  3.48it/s]
loss=0.0024 (0.0022): :  86% 4130/4800 [20:00<03:03,  3.64it/s]
loss=0.0020 (0.0022): :  86% 4130/4800 [20:01<03:03,  3.64it/s]
loss=0.0020 (0.0022): :  86% 4131/4800 [20:01<02:57,  3.77it/s]
loss=0.0023 (0.0022): :  86% 4131/4800 [20:01<02:57,  3.77it/s]
loss=0.0023 (0.0022): :  86% 4132/4800 [20:01<03:57,  2.81it/s]
loss=0.0024 (0.0022): :  86% 4132/4800 [20:02<03:57,  2.81it/s]
loss=0.0024 (0.0022): :  86% 4133/4800 [20:02<03:35,  3.10it/s]
loss=0.0020 (0.0022): :  86% 4133/4800 [20:02<03:35,  3.10it/s]
loss=0.0020 (0.0022): :  86% 4134/4800 [20:02<03:18,  3.35it/s]
loss=0.0023 (0.0022): :  86% 4134/4800 [20:02<03:18,  3.35it/s]
loss=0.0023 (0.0022): :  86% 4135/4800 [20:02<03:07,  3.56it/s]
loss=0.0021 (0.0022): :  86% 4135/4800 [20:02<03:07,  3.56it/s]
loss=0.0021 (0.0022): :  86% 4136/4800 [20:02<02:58,  3.72it/s]
loss=0.0020 (0.0022): :  86% 4136/4800 [20:03<02:58,  3.72it/s]
loss=0.0020 (0.0022): :  86% 4137/4800 [20:03<04:00,  2.76it/s]
loss=0.0022 (0.0022): :  86% 4137/4800 [20:03<04:00,  2.76it/s]
loss=0.0022 (0.0022): :  86% 4138/4800 [20:03<03:35,  3.07it/s]
loss=0.0023 (0.0022): :  86% 4138/4800 [20:03<03:35,  3.07it/s]
loss=0.0023 (0.0022): :  86% 4139/4800 [20:03<03:19,  3.31it/s]
loss=0.0022 (0.0022): :  86% 4139/4800 [20:04<03:19,  3.31it/s]
loss=0.0022 (0.0022): :  86% 4140/4800 [20:04<03:06,  3.53it/s]
loss=0.0029 (0.0022): :  86% 4140/4800 [20:04<03:06,  3.53it/s]
loss=0.0029 (0.0022): :  86% 4141/4800 [20:04<02:57,  3.70it/s]
loss=0.0021 (0.0022): :  86% 4141/4800 [20:04<02:57,  3.70it/s]
loss=0.0021 (0.0022): :  86% 4142/4800 [20:04<02:51,  3.83it/s]
loss=0.0022 (0.0022): :  86% 4142/4800 [20:05<02:51,  3.83it/s]
loss=0.0022 (0.0022): :  86% 4143/4800 [20:05<03:47,  2.89it/s]
loss=0.0021 (0.0022): :  86% 4143/4800 [20:05<03:47,  2.89it/s]
loss=0.0021 (0.0022): :  86% 4144/4800 [20:05<03:26,  3.18it/s]
loss=0.0021 (0.0022): :  86% 4144/4800 [20:05<03:26,  3.18it/s]
loss=0.0021 (0.0022): :  86% 4145/4800 [20:05<03:11,  3.43it/s]
loss=0.0017 (0.0022): :  86% 4145/4800 [20:05<03:11,  3.43it/s]
loss=0.0017 (0.0022): :  86% 4146/4800 [20:05<03:00,  3.63it/s]
loss=0.0023 (0.0022): :  86% 4146/4800 [20:06<03:00,  3.63it/s]
loss=0.0023 (0.0022): :  86% 4147/4800 [20:06<02:52,  3.78it/s]
loss=0.0023 (0.0022): :  86% 4147/4800 [20:06<02:52,  3.78it/s]
loss=0.0023 (0.0022): :  86% 4148/4800 [20:06<03:41,  2.94it/s]
loss=0.0022 (0.0022): :  86% 4148/4800 [20:06<03:41,  2.94it/s]
